# BranchSpectre-V2 transmitter gadget from libcrypt.a

LINE    OFFSET          CODE                    ASM
5132214: 8a4:   f7 02 20 00 00 00       test   DWORD PTR [rdx],0x20
5132317: a24:   f7 02 20 00 00 00       test   DWORD PTR [rdx],0x20


6339: 2b7:	f7 00 00 00 08 eb    	test   DWORD PTR [rax],0xeb080000
6770:   0:	f6 00 00             	test   BYTE PTR [rax],0x0
10746:     945:	f7 08 00 00 00 00    	test   DWORD PTR [rax],0x0
40886: 99f:	f7 00 ec bc 50 51    	test   DWORD PTR [rax],0x5150bcec
43585:     508:	f6 00 f6             	test   BYTE PTR [rax],0xf6
57926:    6d05:	f7 08 00 00 00 00    	test   DWORD PTR [rax],0x0
79296: 1c6:	f6 00 00             	test   BYTE PTR [rax],0x0
124626: 1c3:	f6 00 02             	test   BYTE PTR [rax],0x2
124730: 2eb:	f6 00 02             	test   BYTE PTR [rax],0x2
184670: 195:	f6 08 3d             	test   BYTE PTR [rax],0x3d
202085: 24a:	f6 00 00             	test   BYTE PTR [rax],0x0
236382:     9b6:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
236386:     9c1:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
335748: 982:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
335752: 98d:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
345429:     91e:	f7 08 00 00 1a fd    	test   DWORD PTR [rax],0xfd1a0000
361911: 1d0:	f7 00 f2 08 b1 08    	test   DWORD PTR [rax],0x8b108f2
390311:    27f7:	f6 00 01             	test   BYTE PTR [rax],0x1
390949:    325f:	f6 00 01             	test   BYTE PTR [rax],0x1
391559:    3c17:	f6 00 01             	test   BYTE PTR [rax],0x1
423861: c4d:	f6 00 02             	test   BYTE PTR [rax],0x2
438353: 409:	f6 08 60             	test   BYTE PTR [rax],0x60
447419: 289:	48 f7 00 06 03 00 00 	test   QWORD PTR [rax],0x306
447724: 6fe:	48 f7 00 06 03 00 00 	test   QWORD PTR [rax],0x306
448005: b6e:	48 f7 00 06 03 00 00 	test   QWORD PTR [rax],0x306
453544:     f19:	f6 00 00             	test   BYTE PTR [rax],0x0
454020:    136d:	f6 00 00             	test   BYTE PTR [rax],0x0
503943: 701:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
503947: 70c:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
504035: 7d8:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
504039: 7e3:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
526839: af7:	f7 08 00 00 00 00    	test   DWORD PTR [rax],0x0
554080: 10d:	f6 00 00             	test   BYTE PTR [rax],0x0
554092: 12e:	f6 00 00             	test   BYTE PTR [rax],0x0
571520:     534:	f6 00 00             	test   BYTE PTR [rax],0x0
571664:     652:	f6 00 00             	test   BYTE PTR [rax],0x0
575642:     5c4:	f6 08 00             	test   BYTE PTR [rax],0x0
575829:     76a:	f6 08 00             	test   BYTE PTR [rax],0x0
603314:    5c2d:	f7 00 9f 18 0e 00    	test   DWORD PTR [rax],0xe189f
603335:    5c5d:	f7 00 9f 00 00 00    	test   DWORD PTR [rax],0x9f
633657:     e8f:	f7 00 00 07 08 3b    	test   DWORD PTR [rax],0x3b080700
667143:    3326:	f6 08 00             	test   BYTE PTR [rax],0x0
667194:    33a0:	f6 08 00             	test   BYTE PTR [rax],0x0
667311:    34ab:	f6 08 00             	test   BYTE PTR [rax],0x0
667492:    364c:	f6 08 00             	test   BYTE PTR [rax],0x0
695520:     697:	f7 00 00 00 19 6d    	test   DWORD PTR [rax],0x6d190000
695664:     7c3:	f7 00 00 00 19 b0    	test   DWORD PTR [rax],0xb0190000
695693:     806:	f7 00 00 00 19 b0    	test   DWORD PTR [rax],0xb0190000
696168:     ca2:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
696204:     cfa:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
696633:    1152:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
697321:    1822:	f7 00 00 00 2a 62    	test   DWORD PTR [rax],0x622a0000
697397:    18d2:	f7 00 00 00 2c 00    	test   DWORD PTR [rax],0x2c0000
697401:    18de:	f7 00 00 00 2a 62    	test   DWORD PTR [rax],0x622a0000
697438:    1934:	f7 00 00 00 42 62    	test   DWORD PTR [rax],0x62420000
697798:    1c9b:	f7 00 00 00 00 4d    	test   DWORD PTR [rax],0x4d000000
699630:     c9c:	f6 08 00             	test   BYTE PTR [rax],0x0
699845:     e90:	f6 08 00             	test   BYTE PTR [rax],0x0
792366:    293a:	f7 08 00 00 00 00    	test   DWORD PTR [rax],0x0
798824: 6d2:	f7 08 00 00 10 0d    	test   DWORD PTR [rax],0xd100000
798828: 6de:	f7 08 00 00 18 0d    	test   DWORD PTR [rax],0xd180000
799087: 943:	f7 08 00 00 00 07    	test   DWORD PTR [rax],0x7000000
799287: ac6:	f7 08 00 00 00 07    	test   DWORD PTR [rax],0x7000000
802171: 6d2:	f7 08 00 00 10 0d    	test   DWORD PTR [rax],0xd100000
802175: 6de:	f7 08 00 00 18 0d    	test   DWORD PTR [rax],0xd180000
802434: 943:	f7 08 00 00 00 07    	test   DWORD PTR [rax],0x7000000
802634: ac6:	f7 08 00 00 00 07    	test   DWORD PTR [rax],0x7000000
870751:  40:	f6 00 01             	test   BYTE PTR [rax],0x1
904327:  10:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
985894:     58e:	f6 08 00             	test   BYTE PTR [rax],0x0
985901:     59d:	f6 08 00             	test   BYTE PTR [rax],0x0
993320:    2f8a:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
993851:   0:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
1013030: 1e0:	f6 08 a2             	test   BYTE PTR [rax],0xa2
1048902:    11af:	f6 00 76             	test   BYTE PTR [rax],0x76
1049280:    1554:	f7 00 f7 f7 00 b6    	test   DWORD PTR [rax],0xb600f7f7
1049504:    178d:	f7 00 f7 d6 d6 d6    	test   DWORD PTR [rax],0xd6d6d6f7
1049520:    17c5:	f6 00 f6             	test   BYTE PTR [rax],0xf6
1050237:    1e9a:	f6 00 bd             	test   BYTE PTR [rax],0xbd
1064202:    1c3d:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
1124019: 1e7:	f6 08 2e             	test   BYTE PTR [rax],0x2e
1162166:    1cf7:	f7 00 24 00 00 00    	test   DWORD PTR [rax],0x24
1181575:    2979:	f6 00 29             	test   BYTE PTR [rax],0x29
1182999:     261:	f6 08 00             	test   BYTE PTR [rax],0x0
1183557:     85c:	f6 08 00             	test   BYTE PTR [rax],0x0
1274965: 3a5:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
1274969: 3b0:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
1326712: 7d0:	f7 08 00 00 18 00    	test   DWORD PTR [rax],0x180000
1330433: dbe:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
1332944:  24:	f7 00 00 00 00 42    	test   DWORD PTR [rax],0x42000000
1348509:     db8:	f6 00 22             	test   BYTE PTR [rax],0x22
1371871: 252:	f6 08 90             	test   BYTE PTR [rax],0x90
1385553:     9c4:	f7 08 00 00 10 09    	test   DWORD PTR [rax],0x9100000
1398657:     924:	f7 08 00 00 18 07    	test   DWORD PTR [rax],0x7180000
1423024:     20e:	f6 00 00             	test   BYTE PTR [rax],0x0
1423255:     435:	f6 00 00             	test   BYTE PTR [rax],0x0
1423564:     766:	f6 00 00             	test   BYTE PTR [rax],0x0
1423693:     899:	f6 00 00             	test   BYTE PTR [rax],0x0
1423877:     a45:	f6 00 00             	test   BYTE PTR [rax],0x0
1424389:     ee6:	f6 00 00             	test   BYTE PTR [rax],0x0
1424548:    1096:	f6 00 00             	test   BYTE PTR [rax],0x0
1424557:    10a8:	f6 00 00             	test   BYTE PTR [rax],0x0
1424925:    13f8:	f6 00 00             	test   BYTE PTR [rax],0x0
1502415:     6ca:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
1502659:     90c:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
1517600: 182:	f7 08 31 59 3b 3d    	test   DWORD PTR [rax],0x3d3b5931
1560080:   8:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
1617014:   8:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
1662861:     3b7:	f6 08 00             	test   BYTE PTR [rax],0x0
1665207: 339:	f6 08 3d             	test   BYTE PTR [rax],0x3d
1679562:     186:	f6 00 97             	test   BYTE PTR [rax],0x97
1680040:     636:	f6 00 97             	test   BYTE PTR [rax],0x97
1683154:    258e:	f6 00 fa             	test   BYTE PTR [rax],0xfa
1684824:    36c2:	f6 00 14             	test   BYTE PTR [rax],0x14
1687699:    5416:	f6 00 3d             	test   BYTE PTR [rax],0x3d
1687936:    5672:	f7 00 54 40 83 00    	test   DWORD PTR [rax],0x834054
1688174:    58ee:	f6 00 76             	test   BYTE PTR [rax],0x76
1688285:    59f2:	f6 00 2b             	test   BYTE PTR [rax],0x2b
1689765:    68fe:	f6 00 b7             	test   BYTE PTR [rax],0xb7
1691082:    7696:	f7 00 5c fa 30 01    	test   DWORD PTR [rax],0x130fa5c
1792651:     403:	26 f7 00 00 00 03 00 	test   DWORD PTR es:[rax],0x30000
1824321:    2742:	f7 00 b2 5b a1 06    	test   DWORD PTR [rax],0x6a15bb2
1828377:    5162:	f7 00 17 da 4b 08    	test   DWORD PTR [rax],0x84bda17
1844949: 32f:	f6 00 02             	test   BYTE PTR [rax],0x2
1857105:    148a:	f7 00 27 00 00 00    	test   DWORD PTR [rax],0x27
1893838:    55c0:	f7 00 33 00 00 00    	test   DWORD PTR [rax],0x33
1926591: 52b:	f7 08 83 02 26 0d    	test   DWORD PTR [rax],0xd260283
1933533:  fd:	f6 00 00             	test   BYTE PTR [rax],0x0
1933645: 229:	f6 00 00             	test   BYTE PTR [rax],0x0
1939353:    1578:	f7 00 61 08 ba bb    	test   DWORD PTR [rax],0xbbba0861
1949065:     177:	f7 08 00 00 00 00    	test   DWORD PTR [rax],0x0
1983824:     91e:	f6 00 02             	test   BYTE PTR [rax],0x2
2027717:  2f:	f6 00 01             	test   BYTE PTR [rax],0x1
2027733:  70:	f6 00 01             	test   BYTE PTR [rax],0x1
2027783: 11a:	f6 00 01             	test   BYTE PTR [rax],0x1
2027798: 150:	f6 00 01             	test   BYTE PTR [rax],0x1
2027835: 1cf:	f6 00 01             	test   BYTE PTR [rax],0x1
2027851: 210:	f6 00 01             	test   BYTE PTR [rax],0x1
2096740:    1585:	f6 00 00             	test   BYTE PTR [rax],0x0
2132025:    e336:	f6 08 5b             	test   BYTE PTR [rax],0x5b
2141090:   13da6:	f7 08 80 03 33 79    	test   DWORD PTR [rax],0x79330380
2153124:   1b6ad:	66 f7 00 77 45       	test   WORD PTR [rax],0x4577
2153758:   1bd3f:	f7 00 f6 91 e9 17    	test   DWORD PTR [rax],0x17e991f6
2231065: 3b2:	f6 08 cb             	test   BYTE PTR [rax],0xcb
2242473:    3938:	f7 00 00 00 00 00    	test   DWORD PTR [rax],0x0
2259841: 40c:	f7 00 00 00 00 42    	test   DWORD PTR [rax],0x42000000
2400678: 275:	f7 00 9e 04 02 03    	test   DWORD PTR [rax],0x302049e
2400687: 291:	f7 00 9e 04 02 03    	test   DWORD PTR [rax],0x302049e
2400736: 30d:	f7 00 9e 04 02 03    	test   DWORD PTR [rax],0x302049e
2400797: 3c2:	f6 00 02             	test   BYTE PTR [rax],0x2
2400822: 401:	4a f6 00 02          	rex.WX test BYTE PTR [rax],0x2
2400852: 448:	f6 00 02             	test   BYTE PTR [rax],0x2
2414022:    10a6:	f6 08 00             	test   BYTE PTR [rax],0x0
2441010: 29d:	f7 08 15 59 3b 3d    	test   DWORD PTR [rax],0x3d3b5915
2456158:      c2:	f7 00 00 00 0a 00    	test   DWORD PTR [rax],0xa0000
2464421:    1bb1:	f6 00 26             	test   BYTE PTR [rax],0x26
